subLink,word,type,level
137,eat-in_1,eat in,phrasal verb,c2
138,eating,eating,noun,a1
139,eating-disorder,eating disorder,noun,b2
140,eat-out,eat out,phrasal verb,a2
141,elevenses,elevenses,noun,c2
142,entree,entrée,noun,c2
143,fan-oven,fan oven,noun,c2
144,fast_4,fast,noun,c2
145,fast-food,fast food,noun,a2
146,fat_2,fat,noun,a2
147,fattening,fattening,adjective,c1
148,fatty-acid,fatty acid,noun,c2
149,feast_1,feast,noun,c1
150,fibre,fibre,noun,c1
151,filling_2,filling,adjective,c1
152,finger-bowl,finger bowl,noun,b2
153,fish-knife,fish knife,noun,b2
154,five,five a day,idiom,c2
155,flavour_2,flavour,verb,b2
156,flavour-enhancer,flavour enhancer,noun,c2
157,food,food,noun,a1
158,food-court,food court,noun,c2
159,food-group,food group,noun,c1
160,foodie_1,foodie,noun,c2
161,food-processor,food processor,noun,c1
162,food-truck,food truck,noun,c1
163,foody,foody,noun,c2
164,fork_1,fork,noun,a2
165,free-from,free-from,adjective,c2
166,fresh_1,fresh,adjective,a2
167,fry_1,fry,verb,b1
168,frying-pan,frying pan,noun,b2
169,fry-up,fry-up,noun,c2
170,full-bodied,full-bodied,adjective,c2
171,garbage-disposal,garbage disposal,noun,c1
172,garlic-press,garlic press,noun,c2
173,garnish_1,garnish,verb,c2
174,gas-ring,gas ring,noun,c1
175,gastropub,gastropub,noun,c2
176,gelatin,gelatin,noun,c2
177,gingery,gingery,adjective,c2
178,glass_1,glass,noun,a1
179,glassware,glassware,noun,c2
180,gram,gram,noun,b2
181,gramme,gramme,noun,b2
182,grate_2,grate,verb,c1
183,grater,grater,noun,c2
184,gratuity,gratuity,noun,c2
185,greaseproof-paper,greaseproof paper,noun,c2
186,greasy,greasy,adjective,c1
187,greasy-spoon,greasy spoon,noun,c2
188,greeter,greeter,noun,c2
189,griddle_1,griddle,noun,c2
190,grill_1,grill,noun,c1
191,grill_2,grill,verb,b2
192,grind_1,grind,verb,c1
193,grinder,grinder,noun,c1
194,halal,halal,adjective,c2
195,health-food,health food,noun,b2
196,healthful,healthful,adjective,c2
197,healthy,healthy,adjective,a1
198,heat_2,heat,verb,a2
199,heat-up,heat up,phrasal verb,b2
200,helping,helping,noun,c2
201,high-tea,high tea,noun,c2
202,hob,hob,noun,c2
203,hors-d-oeuvre,hors d’oeuvre,noun,c2
204,host_1,host,noun,b1
205,hostess,hostess,noun,c2
206,hot_1,hot,adjective,b1
207,hotplate,hotplate,noun,c2
208,ice_2,ice,verb,c1
209,ingredient,ingredient,noun,b1
210,insipid,insipid,adjective,c2
211,intolerant,intolerant,adjective,c2
212,jar_1,jar,noun,b2
213,juicer,juicer,noun,c2
214,juicy,juicy,adjective,b2
215,julienne,julienne,adjective,c2
216,junk-food,junk food,noun,a2
217,kettle_1,kettle,noun,b1
218,kilo_1,kilo,noun,a2
219,kilogram,kilogram,noun,a2
220,kitchen,kitchen,noun,a1
221,kitchen-porter,kitchen porter,noun,c2
222,knead,knead,verb,c2
223,knife_1,knife,noun,a2
224,kopitiam,kopitiam,noun,c2
225,kosher,kosher,adjective,c2
226,lacto-ovo-vegetarian,lacto-ovo-vegetarian,noun,c2
227,lacto-vegetarian,lacto-vegetarian,noun,c2
228,ladle_1,ladle,noun,c2
229,lean_2,lean,adjective,b2
230,lemon-squeezer,lemon-squeezer,noun,c1
231,light_2,light,adjective,b1
232,liquid_1,liquid,noun,b1
233,liquidize,liquidize,verb,c2
234,liquidizer,liquidizer,noun,c2
235,lite,lite,adjective,c2
236,liter,liter,noun,b1
237,litre,litre,noun,b2
238,live-on,live on,phrasal verb,c1
239,lo-cal,lo-cal,adjective,c2
240,low-cal,low-cal,adjective,c2
241,low-carb,low-carb,adjective,c1
242,low-fat,low-fat,adjective,b2
243,lunch_1,lunch,noun,a1
244,lunch_2,lunch,verb,b1
245,luncheonette,luncheonette,noun,c2
246,lunchtime,lunchtime,noun,a2
247,main_1,main,adjective,a1
248,main-course,main course,noun,b1
249,marinade_1,marinade,noun,c2
250,marinade_2,marinade,verb,c2
251,marinate,marinate,verb,c2
252,mash_2,mash,verb,c1
253,mature_1,mature,adjective,c2
254,maitre-d,maître d’,noun,c2
255,meal,meal,noun,a1
256,measure_1,measure,verb,b1
257,measuring-cup,measuring cup,noun,c2
258,measuring-jug,measuring jug,noun,c1
259,meat-grinder,meat grinder,noun,c2
260,meaty,meaty,adjective,c1
261,menu,menu,noun,a1
262,microwave_1,microwave,noun,b1
263,microwave_2,microwave,verb,b1
264,mild_1,mild,adjective,b1
265,mince_1,mince,verb,c2
266,mincer,mincer,noun,c2
267,mineral,mineral,noun,b2
268,mix_1,mix,verb,b1
269,mixer,mixer,noun,b2
270,mixing-bowl,mixing bowl,noun,b2
271,moreish,moreish,adjective,c2
272,mug_1,mug,noun,b2
273,mushy,mushy,adjective,c2
274,napkin,napkin,noun,c1
275,nibble_2,nibble,noun,c2
276,nosh-up,nosh-up,noun,c2
277,nourish,nourish,verb,c2
278,nourishment,nourishment,noun,c2
279,nutrition,nutrition,noun,b2
280,nutritional,nutritional,adjective,c1
281,nutritionally,nutritionally,adverb,c1
282,nutritious,nutritious,adjective,b2
283,oily,oily,adjective,c1
284,omega-3,Omega-3,noun,c2
285,opener,opener,noun,c1
286,order_1,order,noun,a2
287,order_2,order,verb,a1
288,organic,organic,adjective,b2
289,ounce,ounce,noun,c1
290,oven,oven,noun,a2
291,ovenware,ovenware,noun,c2
292,overfed,overfed,adjective,c2
293,overfeed,overfeed,verb,c2
294,packed-lunch,packed lunch,noun,b1
295,paleo-diet,Paleo diet,noun,c2
296,pan1_1,pan,noun,b1
297,paper-towel,paper towel,noun,b1
298,parboil,parboil,verb,c2
299,patronage,patronage,noun,c2
300,patronize,patronize,verb,c2
301,peel_1,peel,verb,b2
302,peeler,peeler,noun,c2
303,pestle,pestle,noun,c2
304,picante,picante,adjective,c2
305,picnic_1,picnic,noun,b1
306,pitcher,pitcher,noun,c1
307,pizzeria,pizzeria,noun,b2
308,place-mat,place mat,noun,c2
309,plate_1,plate,noun,a2
310,plate_2,plate,verb,c2
311,pluck_1,pluck,verb,c2
312,poach,poach,verb,c2
313,portion_1,portion,noun,b2
314,pot_1,pot,noun,b1
315,pound_1,pound,noun,b1
316,preheat,preheat,verb,c2
317,prepare,prepare,verb,a1
318,press_2,press,verb,c1
319,pressure-cooker,pressure cooker,noun,c2
320,protein,protein,noun,b2
321,pud,pud,noun,c2
322,pudding,pudding,noun,b2
323,pungent,pungent,adjective,c2
324,range_1,range,noun,c2
325,rare,rare,adjective,c2
326,ready-meal,ready meal,noun,c1
327,recipe,recipe,noun,a2
328,regime,regime,noun,c1
329,regimen,regimen,noun,c2
330,regular_2,regular,noun,c1
331,reheat,reheat,verb,c1
332,reservation,reservation,noun,b1
333,reserve_2,reserve,verb,b2
334,restaurant,restaurant,noun,a1
335,rich,rich,adjective,b2
336,ripe,ripe,adjective,c1
337,roadhouse,roadhouse,noun,c2
338,roast_1,roast,verb,b1
339,roast_2,roast,noun,b2
340,roaster,roaster,noun,c2
341,rolling-pin,rolling pin,noun,c2
342,rotisserie,rotisserie,noun,c2
343,rubbery,rubbery,adjective,c2
344,salty,salty,adjective,a2
345,saucepan,saucepan,noun,b1
346,saucer,saucer,noun,c1
347,saute_1,sauté,adjective,c2
348,saute_2,sauté,verb,c2
349,savory_1,savory,adjective,c1
350,savoury_1,savoury,adjective,c1
351,scale_1,scale,noun,b2
352,scoop_1,scoop,noun,c2
353,scramble_1,scramble,verb,c2
354,scrumptious,scrumptious,adjective,c2
355,season_2,season,verb,c2
356,self-service_1,self-service,adjective,b2
357,self-service_2,self-service,noun,b2
358,serve_1,serve,verb,a2
359,server,server,noun,b2
360,servery,servery,noun,c2
361,service_1,service,noun,b1
362,service-charge,service charge,noun,c1
363,serviette,serviette,noun,c1
364,setting,setting,noun,c2
365,short-order-cook,short-order cook,noun,c2
366,shout_1,shout,verb,c2
367,side-dish,side dish,noun,c1
368,side-order,side order,noun,c2
369,side-plate,side plate,noun,c1
370,side-salad,side salad,noun,c1
371,sieve_1,sieve,noun,c2
372,silverware,silverware,noun,c2
373,simmer_1,simmer,verb,c1
374,skewer_1,skewer,noun,c2
375,skillet,skillet,noun,c2
376,slice_2,slice,verb,b1
377,slotted-spoon,slotted spoon,noun,c2
378,slow-cooker,slow cooker,noun,c2
379,smokehouse,smokehouse,noun,c2
380,snack_1,snack,noun,a2
381,snack-bar,snack bar,noun,b1
382,sommelier,sommelier,noun,c2
383,sour_1,sour,adjective,b2
384,sous-chef,sous-chef,noun,c2
385,spatula,spatula,noun,c2
386,special_2,special,noun,c2
387,speciality,speciality,noun,c1
388,specialty,specialty,noun,c1
389,spicy,spicy,adjective,b1
390,spit-roast,spit-roast,verb,c2
391,spoon_1,spoon,noun,a2
392,spoonful,spoonful,noun,b2
393,spread_1,spread,verb,b2
394,sprinkle_1,sprinkle,verb,c2
395,squeeze_1,squeeze,verb,c1
396,stale,stale,adjective,c1
397,staple_2,staple,noun,c2
398,staple-diet,staple diet,noun,c2
399,starchy,starchy,adjective,c2
400,starter,starter,noun,b1
401,the-atkins-diettm,the Atkins Diet™,,c2
402,steakhouse,steakhouse,noun,c2
403,steak-knife,steak knife,noun,b2
404,steam_3,steam,verb,c1
405,steamer,steamer,noun,c2
406,stew_2,stew,verb,c1
407,stir_1,stir,verb,c1
408,stir-fry_2,stir-fry,verb,c2
409,stock-cube,stock cube,noun,c2
410,stodgy,stodgy,adjective,c2
411,stove_1,stove,noun,b2
412,stovetop,stovetop,noun,c2
413,strain_2,strain,verb,c2
414,strainer,strainer,noun,c2
415,street-food,street food,noun,b2
416,stringy,stringy,adjective,c2
417,strong,strong,adjective,b1
418,stuff_2,stuff,verb,c2
419,sun-dried,sun-dried,adjective,c1
420,supper,supper,noun,b2
421,sweet_1,sweet,adjective,a2
422,sweet_2,sweet,noun,b2
423,tab_1,tab,noun,c2
424,tablecloth,tablecloth,noun,c1
425,table-d-hote,table d’hôte,noun,c2
426,table-mat,table mat,noun,c1
427,table-napkin,table napkin,noun,c1
428,tablespoon,tablespoon,noun,c1
429,takeaway,takeaway,noun,b2
430,tariff,tariff,noun,c1
431,tart_2,tart,adjective,c2
432,taste_1,taste,noun,a2
433,taste_2,taste,verb,a2
434,tasteless,tasteless,adjective,c1
435,tasty,tasty,adjective,b1
436,tea,tea,noun,a1
437,tea-room,tea room,noun,c2
438,tea-shop,tea shop,noun,c2
439,teaspoon,teaspoon,noun,b2
440,teatime,teatime,noun,c1
441,teetotal,teetotal,adjective,c2
442,teetotalism,teetotalism,noun,c2
443,tender_1,tender,adjective,c1
444,tenderize,tenderize,verb,c2
445,texture,texture,noun,c1
446,thick_1,thick,adjective,b1
447,thin_1,thin,adjective,b1
448,tin,tin,noun,b1
449,tinned,tinned,adjective,c1
450,tin-opener,tin opener,noun,c1
451,tip_1,tip,noun,b1
452,tip_2,tip,verb,b1
453,toast_2,toast,verb,b1
454,toaster,toaster,noun,b2
455,go_1,to go,idiom,c1
456,tongs,tongs,noun,c2
457,topping,topping,noun,b2
458,tough_1,tough,adjective,b2
459,trans-fatty-acid,trans-fatty acid,noun,c2
460,trattoria,trattoria,noun,c2
461,tray,tray,noun,c1
462,tureen,tureen,noun,c2
463,tv-dinner,TV dinner,noun,c2
464,umami,umami,noun,c2
465,unhealthy,unhealthy,adjective,a2
466,unpalatable,unpalatable,adjective,c2
467,unwholesome,unwholesome,adjective,c2
468,utensil,utensil,noun,c1
469,valet_1,valet,noun,c2
470,vegan_1,vegan,noun,c1
471,vegetarian_1,vegetarian,noun,a2
472,vegetarian_2,vegetarian,adjective,a2
473,vegetarianism,vegetarianism,noun,c1
474,veggie_2,veggie,noun,c2
475,vitamin,vitamin,noun,b2
476,wait_1,wait at table,idiom,c2
477,waiter,waiter,noun,a1
478,waitperson,waitperson,noun,c2
479,waitress,waitress,noun,b1
480,waitstaff,waitstaff,noun,c2
481,wait_1,wait tables,idiom,c2
482,warm_2,warm,verb,b1
483,warm-up_1,warm up,phrasal verb,c1
484,washing-up,washing-up,noun,b1
485,waste-disposal-unit,waste disposal unit,noun,c1
486,watery,watery,adjective,c1
487,wax-paper,wax paper,noun,c2
488,weigh,weigh,verb,b1
489,well-done,well done,adjective,c1
490,whip_1,whip,verb,c1
491,whip-up,whip up,phrasal verb,c2
492,whisk_2,whisk,noun,c2
493,wholefood,wholefood,noun,c2
494,wholesome,wholesome,adjective,c2
495,wine-bar,wine bar,noun,b1
496,wine-list,wine list,noun,b1
497,wine-steward,wine steward,noun,c2
498,wine-waiter,wine waiter,noun,b1
499,wok,wok,noun,c2
500,wooden-spoon,wooden spoon,noun,b2
501,worktop,worktop,noun,c2
502,a-la-carte,à la carte,adjective,c2
503,yeast,yeast,noun,c2
504,yummy,yummy,adjective,c1
505,zippy,zippy,adjective,c2
506,absinthe,absinthe,noun,c2
507,advocaat,advocaat,noun,c2
508,alcohol,alcohol,noun,b1
509,alcoholic_1,alcoholic,adjective,b1
510,alcopop,alcopop,noun,c2
511,ale,ale,noun,c2
512,aperitif,aperitif,noun,c2
513,bar_1,bar,noun,a2
514,barley-water,barley water,noun,c2
515,beef-tea,beef tea,noun,c2
516,beer,beer,noun,a1
517,beverage,beverage,noun,c1
518,bloody-mary,Bloody Mary,noun,c2
519,booze_1,booze,noun,c2
520,bourbon,bourbon,noun,c2
521,bovriltm,Bovril™,noun,c2
522,brandy,brandy,noun,c1
523,brew_1,brew,verb,c1
524,brewery,brewery,noun,c1
525,bubble-tea,bubble tea,noun,c2
526,buck-s-fizz,Buck’s Fizz,noun,c2
527,burgundy_1,burgundy,noun,c2
528,buttermilk,buttermilk,noun,c2
529,caffe-latte,caffè latte,noun,c2
530,calvados,Calvados,noun,c2
531,champagne,champagne,noun,b1
532,chartreuse,chartreuse,noun,c2
533,cider,cider,noun,c2
534,claret,claret,noun,c2
535,coca-colatm,Coca-Cola™,noun,a1
536,cocktail,cocktail,noun,c1
537,cocoa,cocoa,noun,b2
538,coffee,coffee,noun,a1
539,cognac,cognac,noun,c2
540,cointreautm,Cointreau™,noun,c2
541,cold-brew,cold brew,noun,c2
542,cordial_2,cordial,noun,c2
543,corkscrew_1,corkscrew,noun,c1
544,craft-beer,craft beer,noun,c2
545,craft-brewery,craft brewery,noun,c2
546,cream-soda,cream soda,noun,c2
547,creme-de-cacao,crème de cacao,noun,c2
548,creme-de-menthe,crème de menthe,noun,c2
549,decaffeinated_2,decaffeinated,adjective,c1
550,distil,distil,verb,c2
551,distillery,distillery,noun,c2
552,drink_1,drink,noun,a1
553,drink_2,drink,verb,a1
554,drinking-chocolate,drinking chocolate,noun,a2
555,eggnog,eggnog,noun,c2
556,energy-drink,energy drink,noun,c1
557,fizzy,fizzy,adjective,b1
558,flat_2,flat,adjective,c2
559,g-and-t,G and T,noun,c2
560,gin,gin,noun,c1
561,ginger-ale,ginger ale,noun,c2
562,ginger-beer,ginger beer,noun,c2
563,ginger-wine,ginger wine,noun,c2
564,goldwasser,goldwasser,noun,c2
565,grand-marniertm,Grand Marnier™,noun,c2
566,grappa,grappa,noun,c2
567,gulp_1,gulp,verb,c2
568,gulp_2,gulp,noun,c2
569,guzzle,guzzle,verb,c2
570,herbal-tea,herbal tea,noun,c2
571,horlickstm,Horlicks™,noun,c2
572,hot-chocolate,hot chocolate,noun,a2
573,ice_1,ice,noun,a1
574,ice-cube,ice cube,noun,b2
575,infusion,infusion,noun,c2
576,isotonic,isotonic,adjective,c2
577,juice_1,juice,noun,a1
578,julep,julep,noun,c2
579,kefir,kefir,noun,c2
580,kettle_1,kettle,noun,b1
581,lager,lager,noun,c2
582,latte,latte,noun,c2
583,lemonade,lemonade,noun,b1
584,limeade,limeade,noun,c2
585,liqueur,liqueur,noun,c2
586,liquor,liquor,noun,c2
587,malt,malt,noun,c2
588,malted-milk,malted milk,noun,c2
589,malt-liquor,malt liquor,noun,c2
590,manhattan_1,manhattan,noun,c2
591,margarita,margarita,noun,c2
592,martini,martini,noun,c2
593,microbrewery,microbrewery,noun,c2
594,milk_1,milk,noun,a1
595,milkshake,milkshake,noun,b2
596,milk-tea,milk tea,noun,c1
597,milky,milky,adjective,b1
598,mimosa,mimosa,noun,c2
599,mineral-water,mineral water,noun,b2
600,mint-julep,mint julep,noun,c2
601,mixer,mixer,noun,c2
602,mocha,mocha,noun,c2
603,neat,neat,adjective,c2
604,non-alcoholic,non-alcoholic,adjective,b1
605,ice_1,on ice,idiom,b2
606,orange_1,orange,noun,a1
607,orangeade,orangeade,noun,c2
608,orange-squash,orange squash,noun,c2
609,pina-colada,pina colada,noun,c2
610,pint,pint,noun,c1
611,port_1,port,noun,c2
612,poteen,poteen,noun,c2
613,potheen,potheen,noun,c2
614,pour,pour,verb,b1
615,proseccotm,Prosecco™,noun,c2
616,protein-shake,protein shake,noun,c2
617,pub,pub,noun,a2
618,public-house,public house,noun,c2
619,punch_2,punch,noun,c2
620,quench,quench,verb,c2
621,raki,raki,noun,c2
622,rose_5,rosé,noun,c2
623,rum_1,rum,noun,c2
624,sake2,sake,noun,c2
625,sangria,sangria,noun,c2
626,sarsaparilla,sarsaparilla,noun,c2
627,scotch_2,Scotch,noun,c2
628,shandy,shandy,noun,c2
629,sherry,sherry,noun,c2
630,short_3,short,noun,c2
631,sip_1,sip,verb,c1
632,skimmed-milk,skimmed milk,noun,b2
633,slurp_1,slurp,verb,c2
634,smoothie,smoothie,noun,c1
635,soda,soda,noun,b1
636,soft,soft,adjective,c1
637,soft-drink,soft drink,noun,b2
638,sparkling,sparkling,adjective,b2
639,spirit_1,spirit,noun,b2
640,spritzer,spritzer,noun,c2
641,squash_2,squash,noun,c2
642,still_2,still,adjective,c1
643,straight_2,straight,adjective,c2
644,tea,tea,noun,a1
645,tea-leaf,tea leaf,noun,c1
646,teapot,teapot,noun,b1
647,tequila,tequila,noun,c2
648,tequila-sunrise,tequila sunrise,noun,c2
649,thirst_1,thirst,noun,b2
650,thirsty,thirsty,adjective,a1
651,tonic,tonic,noun,c2
652,vintage_1,vintage,noun,c2
653,vintage_2,vintage,adjective,c2
654,vodka,vodka,noun,c1
655,water_1,water,noun,a1
656,whisky,whisky,noun,b2
657,whisky-mac,whisky mac,noun,c2
658,whisky-sour,whisky sour,noun,c2
659,wine_1,wine,noun,a1
660,acid-drop,acid drop,noun,c2
661,aioli,aioli,noun,c2
662,alfalfa,alfalfa,noun,c2
663,allspice,allspice,noun,c2
664,almond,almond,noun,c1
665,alphabet-soup,alphabet soup,noun,c2
666,american-cheese,American cheese,noun,c1
667,angel-hair,angel hair,noun,c2
668,apple,apple,noun,a1
669,apple-pie,apple pie,noun,b2
670,apricot_1,apricot,noun,c1
671,arancini,arancini,noun,c2
672,artichoke,artichoke,noun,c2
673,asparagus,asparagus,noun,c1
674,aubergine,aubergine,noun,c1
675,avocado,avocado,noun,c1
676,bacon,bacon,noun,b1
677,bagel,bagel,noun,b2
678,baguette,baguette,noun,b2
679,baked-alaska,baked Alaska,noun,c2
680,baked-beans,baked beans,noun,b2
681,baked-goods,baked goods,noun,c1
682,baked-potato,baked potato,noun,a2
683,bakewell-tart,Bakewell tart,noun,c2
684,baking_1,baking,noun,c1
685,baking-flour,baking flour,noun,c1
686,baklava,baklava,noun,c2
687,balsamic-vinegar,balsamic vinegar,noun,c2
688,balti,balti,noun,c2
689,banana,banana,noun,a1
690,banana-split,banana split,noun,c2
691,banger,banger,noun,c2
692,banh-mi,banh mi,noun,c2
693,banoffi-pie,banoffi pie,noun,c2
694,bap,bap,noun,c2
695,barbacoa,barbacoa,noun,c2
696,barbecue-sauce,barbecue sauce,noun,c1
697,barley,barley,noun,c1
698,barley-sugar,barley sugar,noun,c2
699,basil_1,basil,noun,c1
700,bay_1,bay,noun,c2
701,bay-leaf,bay leaf,noun,c2
702,bean_1,bean,noun,a2
703,bean-curd,bean curd,noun,c2
704,beef_1,beef,noun,a2
705,beefburger,beefburger,noun,a2
706,beefsteak,beefsteak,noun,b2
707,beet,beet,noun,c2
708,bell-pepper,bell pepper,noun,c1
709,bento,bento,noun,c2
710,berry,berry,noun,c1
711,besan,besan,noun,c2
712,bhaji,bhaji,noun,c2
713,biltong,biltong,noun,c2
714,biriani,biriani,noun,c2
715,biriyani,biriyani,noun,c2
716,biscotti,biscotti,noun,c2
717,biscuit,biscuit,noun,a2
718,blackberry,blackberry,noun,c1
719,black-cherry,black cherry,noun,c1
720,blackcurrant,blackcurrant,noun,c1
721,black-pepper,black pepper,noun,b1
722,blancmange,blancmange,noun,c2
723,blintz,blintz,noun,c2
724,blue-cheese,blue cheese,noun,c1
725,boiled-sweet,boiled sweet,noun,c2
726,bombe,bombe,noun,c2
727,bonbon,bonbon,noun,c2
728,borage,borage,noun,c2
729,boysenberry,boysenberry,noun,c2
730,brandy-snap,brandy snap,noun,c2
731,bread,bread,noun,a1
732,bread-and-butter-pudding,bread-and-butter pudding,noun,c2
733,breadcrumbs,breadcrumbs,noun,c1
734,bread-pudding,bread pudding,noun,c2
735,bread-roll,bread roll,noun,b1
736,breadstick,breadstick,noun,c1
737,breast_1,breast,noun,b2
738,brie,Brie,noun,c2
739,brinjal,brinjal,noun,c2
740,brioche,brioche,noun,c2
741,brisket,brisket,noun,c2
742,broad-bean,broad bean,noun,c2
743,broccoli,broccoli,noun,b2
744,broth,broth,noun,c2
745,brownie,brownie,noun,c2
746,brown-rice,brown rice,noun,b2
747,bruschetta,bruschetta,noun,c2
748,brussels-sprout,Brussels sprout,noun,c2
749,bubblegum_1,bubblegum,noun,c2
750,buckwheat,buckwheat,noun,c2
751,buffalo-wings,Buffalo wings,noun,c2
752,bulgar,bulgar,noun,c2
753,bun,bun,noun,c1
754,burger,burger,noun,b1
755,burrito,burrito,noun,c2
756,bushmeat,bushmeat,noun,c2
757,butter_1,butter,noun,a1
758,butternut-squash,butternut squash,noun,c2
759,butterscotch,butterscotch,noun,c2
760,bearnaise-sauce,Béarnaise sauce,noun,c2
761,bechamel,béchamel,noun,c2
762,cabbage,cabbage,noun,b1
763,cabinet-pudding,cabinet pudding,noun,c2
764,cake_1,cake,noun,a1
765,calabrese,calabrese,noun,c2
766,camembert,Camembert,noun,c2
767,canadian-bacon,Canadian bacon,noun,c2
768,canape,canapé,noun,c2
769,candy,candy,noun,a2
770,candy-cane,candy cane,noun,c2
771,candyfloss,candyfloss,noun,c2
772,cannelloni,cannelloni,noun,c2
773,cantaloupe,cantaloupe,noun,c2
774,caprese,caprese,adjective,c2
775,caramel,caramel,noun,c2
776,carbohydrate,carbohydrate,noun,b2
777,carbonara,carbonara,adjective,c2
778,cardamom,cardamom,noun,c2
779,carob,carob,noun,c2
780,carpaccio,carpaccio,noun,c2
781,carrot,carrot,noun,a1
782,cashew,cashew,noun,c2
783,cassava,cassava,noun,c2
784,casserole_1,casserole,noun,c1
785,cassoulet,cassoulet,noun,c2
786,catsup,catsup,noun,c2
787,cauliflower,cauliflower,noun,c1
