subLink,word,type,level
148,digital-disruption,digital disruption,noun,c2
149,direct-cost,direct cost,noun,c2
150,direct-marketing,direct marketing,noun,c2
151,director,director,noun,a2
152,discount_1,discount,noun,b1
153,disrupt,disrupt,verb,c2
154,disruption,disruption,noun,c2
155,disruptor,disruptor,noun,c2
156,distribution,distribution,noun,b2
157,dividend,dividend,noun,c2
158,down-payment,down payment,noun,c2
159,downsize,downsize,verb,c2
160,downsizing,downsizing,noun,c2
161,downtown_1,downtown,adverb,b2
162,draft_1,draft,noun,b2
163,draft_2,draft,verb,b2
164,due-diligence,due diligence,noun,c2
165,embargo_1,embargo,noun,c2
166,empire,empire,noun,c1
167,employ_1,employ,verb,a2
168,employer,employer,noun,a2
169,endorse,endorse,verb,c1
170,endorsement,endorsement,noun,c1
171,end-user,end user,noun,c2
172,enterprise,enterprise,noun,c1
173,entrant,entrant,noun,c2
174,entrepreneur,entrepreneur,noun,b2
175,exec,exec,noun,c2
176,executive_1,executive,noun,b2
177,executive_2,executive,adjective,b2
178,expand,expand,verb,b1
179,expenditure,expenditure,noun,c1
180,factory,factory,noun,a2
181,factory-floor,factory floor,noun,c2
182,fail_1,fail,verb,b2
183,failure,failure,noun,b2
184,fall-through,fall through,phrasal verb,c2
185,finance_1,finance,noun,b2
186,finance_2,finance,verb,b2
187,financial,financial,adjective,b1
188,financier,financier,noun,c2
189,financing,financing,noun,b2
190,firm_1,firm,noun,b2
191,fixed-costs,fixed costs,noun,c1
192,flagship,flagship,noun,c2
193,flash-sale,flash sale,noun,c2
194,flat_2,flat,adjective,c2
195,fold_1,fold,verb,c2
196,food-grade,food-grade,adjective,c2
197,foothold,foothold,noun,c2
198,forecast_1,forecast,noun,b2
199,forecast_2,forecast,verb,b2
200,foreman,foreman,noun,c2
201,forewoman,forewoman,noun,c2
202,foundry,foundry,noun,c2
203,franchise_1,franchise,noun,c1
204,fulfil,fulfil,verb,c1
205,fulfilment,fulfilment,noun,c1
206,fulfilment-centre,fulfilment centre,noun,c2
207,full-page,full-page,adjective,b2
208,fund_1,fund,noun,b2
209,fund_2,fund,verb,b2
210,funding,funding,noun,b2
211,gearing,gearing,noun,c2
212,generator,generator,noun,c1
213,gimmick,gimmick,noun,c2
214,gimmicky,gimmicky,adjective,c2
215,giveaway_1,giveaway,noun,c2
216,globalization,globalization,noun,b2
217,globalize,globalize,verb,c1
218,go-getter,go-getter,noun,c2
219,goods,goods,noun,b1
220,wall_1,go to the wall,idiom,c2
221,go-under,go under,phrasal verb,c2
222,group_1,group,noun,b1
223,hardball,hardball,noun,c2
224,headquarters,headquarters,noun,b2
225,heavy-industry,heavy industry,noun,c1
226,hoarding,hoarding,noun,c2
227,horse-trading,horse-trading,noun,c2
228,hostile,hostile,adjective,c2
229,human-capital,human capital,noun,c1
230,human-resources,human resources,noun,b2
231,income,income,noun,b2
232,incorporated,incorporated,adjective,c1
233,index-linked,index-linked,adjective,c2
234,index-linking,index-linking,noun,c2
235,indirect-cost,indirect cost,noun,c2
236,industrial,industrial,adjective,b2
237,industry,industry,noun,a2
238,infomercial,infomercial,noun,c2
239,ink_2,ink,verb,c2
240,insurance,insurance,noun,b2
241,inventory_1,inventory,noun,c2
242,invest,invest,verb,b1
243,invoice_1,invoice,noun,c1
244,ironworks,ironworks,noun,c2
245,junk-mail,junk mail,noun,c1
246,just-in-time,just-in-time,adjective,c2
247,labor_1,labor,noun,b2
248,labor-union,labor union,noun,b1
249,labour_1,labour,noun,b2
250,launch_1,launch,verb,b2
251,launch_2,launch,noun,b2
252,lay-off_2,lay-off,noun,c2
253,lay-off_1,lay off,phrasal verb,c2
254,lead1_2,lead,noun,c2
255,leader,leader,noun,a2
256,lead-time,lead time,noun,c2
257,leverage_1,leverage,noun,c2
258,light-industry,light industry,noun,c1
259,line-management,line management,noun,c2
260,liquidate,liquidate,verb,c2
261,logistics,logistics,noun,c2
262,loss,loss,noun,b2
263,ltd,Ltd,abbreviation,c1
264,machinery,machinery,noun,c1
265,madison-avenue,Madison Avenue,noun,c2
266,magnate,magnate,noun,c2
267,mailshot,mailshot,noun,c2
268,maladministration,maladministration,noun,c2
269,manage,manage,verb,a2
270,management,management,noun,b1
271,manager,manager,noun,a2
272,manageress,manageress,noun,c1
273,managerial,managerial,adjective,c1
274,managing-director,managing director,noun,b2
275,manufacture_1,manufacture,verb,b2
276,manufacture_2,manufacture,noun,b2
277,manufacturer,manufacturer,noun,b2
278,manufacturing,manufacturing,noun,b2
279,margin,margin,noun,c1
280,market_2,market,verb,b1
281,marketable,marketable,adjective,c1
282,marketer,marketer,noun,b2
283,marketing,marketing,noun,b1
284,marketplace,marketplace,noun,c1
285,market-research,market research,noun,b2
286,markup,markup,noun,c2
287,mass-market,mass-market,adjective,c2
288,mba,MBA,noun,c1
289,meeting,meeting,noun,a1
290,merch,merch,noun,c2
291,merchandise_1,merchandise,noun,c1
292,merge,merge,verb,c1
293,merger,merger,noun,c1
294,microbrewery,microbrewery,noun,c2
295,middle-management,middle management,noun,c2
296,mill_1,mill,noun,c1
297,mnc,MNC,noun,c2
298,moneylender,moneylender,noun,c1
299,multinational_1,multinational,adjective,b2
300,multinational_2,multinational,noun,b2
301,negotiate,negotiate,verb,b2
302,negotiation,negotiation,noun,b2
303,network_1,network,noun,a2
304,network_2,network,verb,c1
305,networking,networking,noun,c1
306,niche_1,niche,noun,c1
307,niche_2,niche,adjective,c1
308,nominee,nominee,noun,c1
309,non-core,non-core,adjective,c1
310,offer_1,offer,verb,a2
311,offer_2,offer,noun,a2
312,office-worker,office worker,noun,a2
313,oligarch,oligarch,noun,c2
314,onboard,onboard,verb,c2
315,onboarding,onboarding,noun,c2
316,market_1,on the market,idiom,c1
317,op_1,op,noun,c2
318,operation,operation,noun,b2
319,operational,operational,adjective,c1
320,operator,operator,noun,b2
321,opportunity-cost,opportunity cost,noun,c2
322,order_1,order,noun,b1
323,order-book,order book,noun,c2
324,outlay,outlay,noun,c2
325,outlet,outlet,noun,c1
326,output_1,output,noun,b2
327,outsourcing,outsourcing,noun,c2
328,overhead_2,overhead,adjective,c2
329,overheads,overheads,noun,c2
330,own_2,own,verb,c2
331,paperwork,paperwork,noun,b2
332,partner_1,partner,noun,b1
333,partnership,partnership,noun,b2
334,patent_1,patent,noun,c1
335,personnel,personnel,noun,c1
336,plan_1,plan,noun,a1
337,plant_1,plant,noun,b1
338,poster,poster,noun,a2
339,pr,PR,noun,c1
340,premises,premises,noun,c1
341,pre-order_1,pre-order,noun,c1
342,pre-order_2,pre-order,verb,c1
343,pressure_1,pressure,noun,b1
344,price_1,price,noun,a1
345,price_2,price,verb,b2
346,price-point,price point,noun,c1
347,product,product,noun,a1
348,production,production,noun,b1
349,production-line,production line,noun,c1
350,product-placement,product placement,noun,c2
351,profit_1,profit,noun,b1
352,profit_2,profit,verb,b1
353,profitable,profitable,adjective,c1
354,profit-margin,profit margin,noun,b2
355,profit-sharing,profit-sharing,noun,c1
356,profit-warning,profit warning,noun,c2
357,project_2,project,verb,b2
358,projection,projection,noun,c1
359,promote,promote,verb,b1
360,promotion,promotion,noun,c1
361,proposal,proposal,noun,b2
362,proprietor,proprietor,noun,c2
363,publicize,publicize,verb,c1
364,public-relations,public relations,noun,c1
365,pull-out_2,pull out,phrasal verb,c2
366,pull_1,pull the plug on somebody/something,idiom,c2
367,pyramid-selling,pyramid selling,noun,c2
368,quality-control,quality control,noun,c1
369,receipt,receipt,noun,b1
370,receivables,receivables,noun,c2
371,receivership,receivership,noun,c2
372,reference_1,reference,noun,b2
373,refinery,refinery,noun,c2
374,reject_1,reject,verb,b1
375,representative_1,representative,noun,b2
376,research-and-development,research and development,noun,c1
377,restructure,restructure,verb,c2
378,restructuring,restructuring,noun,c2
379,result_1,result,noun,b1
380,retail1_1,retail,noun,b2
381,retailer,retailer,noun,c1
382,revenue,revenue,noun,b2
383,revenue-stream,revenue stream,noun,c2
384,roaster,roaster,noun,c2
385,robot,robot,noun,b1
386,run_1,run,verb,b1
387,sale,sale,noun,a2
388,sales-slip,sales slip,noun,b1
389,sawmill,sawmill,noun,c2
390,schedule_2,schedule,verb,b2
391,scheme_1,scheme,noun,b2
392,secretary,secretary,noun,a2
393,seed-money,seed money,noun,c2
394,sell_1,sell,verb,a1
395,service_1,service,noun,a2
396,service-provider,service provider,noun,b2
397,shake-out_2,shake-out,noun,c2
398,shareholder,shareholder,noun,c1
399,shark,shark,noun,c2
400,shift_1,shift,noun,b1
401,ship_3,ship,verb,b2
402,shipping,shipping,noun,c1
403,shop-floor,shop floor,noun,c2
404,silent-partner,silent partner,noun,c2
405,slack_1,slack,adjective,c2
406,slack_2,slack,noun,c2
407,sleeping-partner,sleeping partner,noun,c2
408,slogan,slogan,noun,b2
409,small-ad,small ad,noun,c2
410,social-enterprise,social enterprise,noun,c2
411,soft-launch_1,soft launch,noun,c2
412,solicitor,solicitor,noun,c1
413,spam_1,spam,noun,c1
414,spamming,spamming,noun,c2
415,spiv,spiv,noun,c2
416,sponsor_1,sponsor,verb,b2
417,sponsor_2,sponsor,noun,b2
418,sponsorship,sponsorship,noun,b2
419,staff_1,staff,noun,b1
420,stake_1,stake,noun,c1
421,start-up_1,start-up,noun,c1
422,start-up_3,start-up,adjective,c1
423,stocktaking,stocktaking,noun,c2
424,strategy,strategy,noun,b2
425,subliminal,subliminal,adjective,c2
426,subsidiary_1,subsidiary,adjective,c2
427,subsidiary_2,subsidiary,noun,c2
428,sunrise-industry,sunrise industry,noun,c2
429,sunset-industry,sunset industry,noun,c2
430,supply-chain,supply chain,noun,c1
431,supremo,supremo,noun,c2
432,sweatshop,sweatshop,noun,c2
433,syndicate_1,syndicate,noun,c2
434,systems-analyst,systems analyst,noun,c2
435,take-over,take over,phrasal verb,c1
436,takeover,takeover,noun,c2
437,tco,TCO,abbreviation,c2
438,teaser,teaser,noun,c2
439,telemarketing,telemarketing,noun,c2
440,telesales,telesales,noun,c2
441,teleshopping,teleshopping,noun,c2
442,thought-leader,thought leader,noun,c2
443,thought-leadership,thought leadership,noun,c2
444,top-line_2,top-line,adjective,c2
445,top-line_1,top line,noun,c2
446,touch-point,touch point,noun,c2
447,tourism,tourism,noun,a2
448,trade-fair,trade fair,noun,c1
449,trade-in_1,trade in,phrasal verb,c2
450,trader,trader,noun,b1
451,trade-show,trade show,noun,c1
452,trade-union,trade union,noun,b1
453,trade-unionism,trade unionism,noun,c2
454,transact,transact,verb,c2
455,transaction,transaction,noun,c1
456,troubleshoot,troubleshoot,verb,c2
457,trustee,trustee,noun,c1
458,turnover,turnover,noun,c1
459,tycoon,tycoon,noun,c2
460,union,union,noun,b1
461,venture_1,venture,noun,c1
462,venture-capital,venture capital,noun,c2
463,vice-president,vice-president,noun,c2
464,viral-marketing,viral marketing,noun,c2
465,want-ad,want ad,noun,c2
466,warehouse,warehouse,noun,c1
467,wheeler-dealer,wheeler-dealer,noun,c2
468,wholesale_1,wholesale,adverb,c2
469,winemaking,winemaking,noun,c1
470,workforce,workforce,noun,b2
471,working-capital,working capital,noun,c2
472,workshop,workshop,noun,b2
473,yield_1,yield,noun,c1
474,yield_2,yield,verb,c1
475,academic_1,academic,adjective,b1
476,accountant,accountant,noun,b2
477,acting_2,acting,adjective,b2
478,actor,actor,noun,a1
479,actress,actress,noun,a1
480,actuary,actuary,noun,c2
481,administrative,administrative,adjective,c1
482,administrator,administrator,noun,c1
483,adviser,adviser,noun,b1
484,agent,agent,noun,b1
485,aide,aide,noun,c1
486,air-hostess,air hostess,noun,c1
487,air-traffic-controller,air traffic controller,noun,c1
488,ambassador,ambassador,noun,c1
489,analyst,analyst,noun,b2
490,ancillary,ancillary,adjective,c2
491,apprentice_1,apprentice,noun,b2
492,apprenticeship,apprenticeship,noun,c1
493,archaeologist,archaeologist,noun,b2
494,archeologist,archeologist,noun,b2
495,architect_1,architect,noun,a2
496,archivist,archivist,noun,c2
497,artisan_1,artisan,noun,c2
498,artisan_2,artisan,adjective,c2
499,artist,artist,noun,a1
500,assistant_1,assistant,noun,a2
501,assistant_2,assistant,adjective,a2
502,astronaut,astronaut,noun,b1
503,attendant_1,attendant,noun,b1
504,attorney,attorney,noun,c1
505,auctioneer,auctioneer,noun,c2
506,auditor,auditor,noun,c2
507,au-pair,au pair,noun,c1
508,babysit,babysit,verb,b2
509,bailiff,bailiff,noun,c2
510,baker,baker,noun,b1
511,ballerina,ballerina,noun,c2
512,banker,banker,noun,b2
513,barber,barber,noun,c1
514,barmaid,barmaid,noun,c2
515,barman,barman,noun,b2
516,barrister,barrister,noun,c2
517,bartender,bartender,noun,c2
518,beautician,beautician,noun,c1
519,bishop,bishop,noun,c1
520,blacksmith,blacksmith,noun,c2
521,bodyguard,bodyguard,noun,c1
522,bookie,bookie,noun,c2
523,bookkeeper,bookkeeper,noun,c2
524,bookkeeping,bookkeeping,noun,c2
525,bookmaker,bookmaker,noun,c2
526,bookseller,bookseller,noun,b2
527,boss_1,boss,noun,a2
528,bouncer,bouncer,noun,c2
529,bricklayer,bricklayer,noun,c2
530,bricklaying,bricklaying,noun,c2
531,broadcaster,broadcaster,noun,b2
532,broker_1,broker,noun,c2
533,builder,builder,noun,a2
534,bursar,bursar,noun,c2
535,businessman,businessman,noun,a2
536,business-person,business person,noun,a2
537,businesswoman,businesswoman,noun,a2
538,butcher_1,butcher,noun,b2
539,butler,butler,noun,c1
540,buyer,buyer,noun,b2
541,cab-driver,cab driver,noun,b2
542,cabin-crew,cabin crew,noun,b2
543,care-assistant,care assistant,noun,c1
544,carer,carer,noun,b2
545,care-worker,care worker,noun,c1
546,carpenter,carpenter,noun,b2
547,cashier_1,cashier,noun,b2
548,cash_1,cash in hand,idiom,c2
549,casual_1,casual,adjective,c1
550,caterer,caterer,noun,c1
551,ceo,CEO,noun,b2
552,certified-financial-planner,certified financial planner,noun,c2
553,cfo,CFO,noun,c1
554,chambermaid,chambermaid,noun,c2
555,chartered,chartered,adjective,c2
556,chauffeur_1,chauffeur,noun,c1
557,chef,chef,noun,a2
558,chemist,chemist,noun,a2
559,chief_2,chief,noun,b2
560,chief-executive,chief executive,noun,b2
561,chief-financial-officer,chief financial officer,noun,c1
562,chief-technology-officer,chief technology officer,noun,c1
563,childminder,childminder,noun,c1
564,chimney-sweep,chimney sweep,noun,c2
565,chiropodist,chiropodist,noun,c2
566,civil-servant,civil servant,noun,c1
567,cleaner,cleaner,noun,a2
568,clerical,clerical,adjective,c2
569,clerk_1,clerk,noun,b2
570,clown_1,clown,noun,b2
571,coal-miner,coal miner,noun,b2
572,coastguard,coastguard,noun,c2
573,cobbler,cobbler,noun,c2
574,cocktail-waiter,cocktail waiter,noun,c1
575,cocktail-waitress,cocktail waitress,noun,c1
576,comedian,comedian,noun,b2
577,community-organizer,community organizer,noun,c1
578,composer,composer,noun,b2
579,conductor,conductor,noun,c2
580,constable,constable,noun,c2
581,consul,consul,noun,c2
582,consultant,consultant,noun,b2
583,contact-tracer,contact tracer,noun,c2
584,cook_2,cook,noun,a2
585,coroner,coroner,noun,c2
586,counsellor,counsellor,noun,c1
587,courier_1,courier,noun,c1
588,court-reporter,court reporter,noun,c2
589,cowboy,cowboy,noun,b2
590,cowpoke,cowpoke,noun,c2
591,cpa,CPA,abbreviation,c2
592,craftsman,craftsman,noun,c1
593,creative_1,creative,adjective,a2
594,critic,critic,noun,b2
595,cto,CTO,noun,c1
596,curate1,curate,noun,c2
597,curator,curator,noun,c1
598,custodian,custodian,noun,c2
599,dancer,dancer,noun,a1
600,day-labor,day labor,noun,c1
601,day-labourer,day labourer,noun,c1
602,dealer,dealer,noun,b2
603,debt-collector,debt collector,noun,c1
604,decorator,decorator,noun,c1
605,demote,demote,verb,c2
606,dental-surgeon,dental surgeon,noun,c1
607,dentist,dentist,noun,a2
608,designer_1,designer,noun,a2
609,detective,detective,noun,a2
610,developer,developer,noun,b2
611,dietician,dietician,noun,c2
612,diplomat,diplomat,noun,c1
613,diplomatist,diplomatist,noun,c2
614,director,director,noun,a2
615,disc-jockey,disc jockey,noun,b2
616,disk-jockey,disk jockey,noun,b2
617,dispensing-chemist,dispensing chemist,noun,c2
618,dispensing-optician,dispensing optician,noun,c2
619,diver,diver,noun,b1
620,dj_1,DJ,noun,b2
621,doctor_1,doctor,noun,a1
622,doorman,doorman,noun,c1
623,doorwoman,doorwoman,noun,c1
624,draftsman,draftsman,noun,c2
625,driver,driver,noun,a1
626,dustman,dustman,noun,c1
627,duty,duty,noun,b2
628,economist,economist,noun,b2
629,editor,editor,noun,b1
630,editor-in-chief,editor-in-chief,noun,c2
631,electrician,electrician,noun,b2
632,employ_1,employ,verb,a2
633,employment,employment,noun,b1
634,engine-driver,engine driver,noun,b2
635,engineer_1,engineer,noun,a2
636,engineering,engineering,noun,b1
637,entrepreneur,entrepreneur,noun,b2
638,entrepreneurial,entrepreneurial,adjective,c2
639,entrepreneurship,entrepreneurship,noun,c2
640,estate-agent,estate agent,noun,b2
641,event-manager,event manager,noun,c1
642,executioner,executioner,noun,c2
643,executive_1,executive,noun,b2
644,executive_2,executive,adjective,b2
645,executive-director,executive director,noun,c1
646,exterminator,exterminator,noun,c2
647,farmer,farmer,noun,a1
648,fashion-designer,fashion designer,noun,a2
649,fire-chief,fire chief,noun,c1
650,firefighter,firefighter,noun,b2
651,fireman,fireman,noun,b2
652,fisherman,fisherman,noun,b2
653,fishmonger,fishmonger,noun,c2
654,flexitime,flexitime,noun,c2
655,flight-attendant,flight attendant,noun,b1
656,florist,florist,noun,c1
657,flying-doctor,flying doctor,noun,b2
658,food-technologist,food technologist,noun,c1
659,foreman,foreman,noun,c2
660,forewoman,forewoman,noun,c2
661,freelance_1,freelance,adjective,b2
662,frogman,frogman,noun,c2
663,frontline,frontline,adjective,c1
664,full-professor,full professor,noun,c1
665,full-time_2,full-time,adjective,b2
666,fund-manager,fund manager,noun,c2
667,fundraiser,fundraiser,noun,c2
668,funeral-director,funeral director,noun,c2
669,gamekeeper,gamekeeper,noun,c2
670,garbage-man,garbage man,noun,b1
671,gardener,gardener,noun,b1
672,general-secretary,general secretary,noun,b2
673,gig-economy,gig economy,noun,c2
674,glazier,glazier,noun,c2
675,governor,governor,noun,c1
676,gp,GP,noun,c2
677,graduate-assistant,graduate assistant,noun,c1
678,greengrocer,greengrocer,noun,b2
679,grocer,grocer,noun,b2
680,groom_2,groom,noun,c2
681,ground-crew,ground crew,noun,c2
682,guard_1,guard,noun,b1
683,guild,guild,noun,c2
684,hairdresser,hairdresser,noun,a2
685,hairstylist,hairstylist,noun,c2
686,handler,handler,noun,c2
687,handyman,handyman,noun,c1
688,handywoman,handywoman,noun,c1
689,hangman,hangman,noun,c1
690,head_1,head,noun,a2
691,health-professional,health professional,noun,b2
692,homeopath,homeopath,noun,c2
693,hotelier,hotelier,noun,c2
694,house-husband,house husband,noun,b2
695,housekeeper,housekeeper,noun,c1
696,housewife,housewife,noun,b1
697,illustrator,illustrator,noun,b2
698,imam,imam,noun,c2
699,industrial,industrial,adjective,b2
700,influencer,influencer,noun,c1
701,inspector,inspector,noun,c1
702,instructor,instructor,noun,a2
703,interior-design,interior design,noun,c1
704,internship,internship,noun,c1
705,interpreter,interpreter,noun,b2
706,janitor,janitor,noun,c2
707,jeweller,jeweller,noun,c1
708,job_1,job,noun,a1
709,jobber,jobber,noun,c2
710,job-share_2,job-share,verb,c1
711,job-sharing,job-sharing,noun,c1
712,joiner,joiner,noun,c2
713,joinery,joinery,noun,c2
714,journalist,journalist,noun,a2
715,judge_1,judge,noun,b1
716,junior_1,junior,adjective,b2
717,key-worker,key worker,noun,c2
718,laborer,laborer,noun,c1
719,laboring,laboring,noun,c2
720,labourer,labourer,noun,c1
721,labouring,labouring,noun,c2
722,landlady,landlady,noun,c1
723,landlord,landlord,noun,c1
724,landscape-architect,landscape architect,noun,c2
725,landscape-architecture,landscape architecture,noun,c2
726,landscape-gardener,landscape gardener,noun,c2
727,landscape-gardening,landscape gardening,noun,c2
728,launderer,launderer,noun,c2
729,lawyer,lawyer,noun,a2
730,lecturer,lecturer,noun,b1
731,librarian,librarian,noun,b2
732,librarianship,librarianship,noun,c2
733,life-coach,life coach,noun,c2
734,life-coaching,life coaching,noun,c2
735,lifeguard,lifeguard,noun,c1
736,live-in_2,live-in,adjective,c1
737,lock-keeper,lock-keeper,noun,c2
738,locksmith,locksmith,noun,c2
739,logger,logger,noun,c2
740,lucrative,lucrative,adjective,c1
741,machinist,machinist,noun,c2
742,magistrate,magistrate,noun,c1
743,maid,maid,noun,c1
744,mail-carrier,mail carrier,noun,b2
745,mailman,mailman,noun,b1
746,mailwoman,mailwoman,noun,b1
747,management-consultant,management consultant,noun,c1
748,manager,manager,noun,a2
749,manageress,manageress,noun,c1
750,managerial,managerial,adjective,c1
751,managing-director,managing director,noun,b2
752,managing-editor,managing editor,noun,c2
753,manual_1,manual,adjective,c1
754,marketing,marketing,noun,b1
755,mason_1,mason,noun,c2
756,masseur,masseur,noun,c2
757,matron,matron,noun,c2
758,mechanic,mechanic,noun,b2
759,medical_1,medical,adjective,a2
760,member-of-parliament,Member of Parliament,noun,b1
761,merchant_1,merchant,noun,c1
762,meteorologist,meteorologist,noun,c2
763,midwife,midwife,noun,c2
764,midwifery,midwifery,noun,c2
765,milkman,milkman,noun,c2
766,milkwoman,milkwoman,noun,c2
767,minder,minder,noun,c2
768,miner,miner,noun,b2
769,minister_1,minister,noun,b2
770,missionary,missionary,noun,c1
771,model_1,model,noun,a2
772,monitor_1,monitor,noun,c2
773,mortician,mortician,noun,c2
774,mp,MP,noun,b1
775,musician,musician,noun,a2
776,nanny,nanny,noun,c1
777,newsagent,newsagent,noun,b2
778,newsreader,newsreader,noun,b1
779,nightwatchman,nightwatchman,noun,c2
780,nurse_1,nurse,noun,a1
781,occupation,occupation,noun,b2
782,occupational,occupational,adjective,c1
783,occupationally,occupationally,adverb,c2
784,officer,officer,noun,a2
785,ombudsman,ombudsman,noun,c2
786,ombudswoman,ombudswoman,noun,c2
787,operator,operator,noun,b2
788,ophthalmic-optician,ophthalmic optician,noun,c2
789,optician,optician,noun,c1
790,orderly_2,orderly,noun,c2
791,organization-chart,organization chart,noun,c1
792,osteopath,osteopath,noun,c2
793,pa_2,PA,noun,c1
794,painter,painter,noun,a2
795,paramedic,paramedic,noun,c1
796,paramedical,paramedical,adjective,c2
797,partner_1,partner,noun,b1
798,part-time,part-time,adjective,b2
799,pawnbroker,pawnbroker,noun,c2
800,pc_2,PC,abbreviation,c2
801,permanent_1,permanent,adjective,b2
802,personnel,personnel,noun,c1
803,pharmacist,pharmacist,noun,b2
804,photographer,photographer,noun,b1
805,photojournalist,photojournalist,noun,b2
